transcript,formatted.address,lat.coord,lon.coord,place,sign,place_name,district,nafa,natural_area_class,municipla_class,metropolitan_class,religion,total_population,jews and others,jews,arabs,est_year,settlement_method,organizational_association,coordinates,hight,planning_commetee,police,transcript_pub,שדה לקישור
NIR ELIYYAHU,"Nir Eliyahu, Israel",32.197593,34.949375,ניר אליהו,808,ניר אליהו,4,42,421,20,141,1,524,0.5,0.5,NA,1950,330,15,1953667822,61,417,5140,Nir Eliyyahu,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=808
NIR EZYON,"Nir Etzion, Israel",32.699125,34.992526,ניר עציון,769,ניר עציון,3,32,322,15,243,1,915,0.9,0.9,NA,1950,320,3,1994173390,211,303,1181,Nir Ezyon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=769
NIR HEN,"Nir Hen, Israel",31.608906,34.714282,"ניר ח""ן",11,"ניר ח""ן",6,61,612,50,NA,1,533,0.5,0.5,NA,1955,310,1,1729861304,104,634,3820,Nir Hen,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=11
NIR MOSHE,"Nir Moshe, Israel",31.477456,34.630085,ניר משה,2047,ניר משה,6,62,621,42,NA,1,563,0.6,0.6,NA,1953,310,1,1649559852,139,651,3482,Nir Moshe,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2047
NIR OZ,"Nir Oz, Israel",31.309697,34.402075,ניר עוז,69,ניר עוז,6,62,622,38,NA,1,398,0.4,0.4,NA,1955,330,15,1430758018,106,651,3430,Nir Oz,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=69
NIR YAFE,"Nir Yafeh, Israel",32.568982,35.244896,ניר יפה,165,ניר יפה,2,23,234,8,NA,1,671,0.7,0.7,NA,1956,310,1,2232871942,63,204,1420,Nir Yafe,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=165
NIR YISRA'EL,"Nir Yisrael, Israel",31.692156,34.638071,ניר ישראל,699,ניר ישראל,6,61,614,36,NA,1,871,0.9,0.9,NA,1949,310,6,1656062178,41,633,3830,Nir Yisra'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=699
NIR YIZHAQ,"Nir Yitzhak, Israel",31.23604,34.356702,ניר יצחק,402,ניר יצחק,6,62,622,38,NA,1,622,0.6,0.6,NA,1949,330,15,1387857210,91,651,3430,Nir Yizhaq,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=402
NIRAN,"Iran St, Haifa, Israel",32.8180355,34.9908961,נירן,3620,נירן,7,75,NA,75,NA,1,91,0.1,0.1,NA,1977,330,15,2432365270,-182,712,4164,Niran,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3620
NIRIM,"Nirim, Israel",31.33572999999999,34.394087,נירים,602,נירים,6,62,622,38,NA,1,366,0.4,0.4,NA,1949,330,15,1424158297,109,651,3430,Nirim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=602
NIRIT,Nirit,32.146206,34.984822,נירית,1236,נירית,4,42,421,20,142,1,977,1,1,NA,1982,370,13,1987567262,109,417,5150,Nirit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1236
NIZZANA (QEHILAT HINUH),NA,NA,NA,ניצנה (קהילת חינוך),1195,ניצנה (קהילת חינוך),6,62,626,48,NA,1,223,0.2,0.1,NA,1980,340,NA,1445953307,226,620,3450,Nizzana (Qehilat Hinuh),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1195
NIZZANE SINAY,"Herzliya, Israel",32.1640521,34.8111416,ניצני סיני,1280,ניצני סיני,6,62,626,48,NA,1,272,0.3,0.3,NA,1986,310,1,1422953514,233,620,3450,Nizzane Sinay,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1280
NIZZANIM,"Nitzanim, Israel",31.717845,34.634636,ניצנים,359,ניצנים,6,61,614,36,NA,1,354,0.4,0.3,NA,1943,330,6,1654262512,35,633,3830,Nizzanim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=359
NO'AM,"No'am, Israel",31.568567,34.788161,נועם,15,נועם,6,61,612,34,NA,1,346,0.3,0.3,NA,1955,310,2,1799960850,161,631,3820,No'am,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=15
NOFEKH,"Nofekh, Israel",32.043748,34.920306,נופך,257,נופך,4,42,422,25,142,1,543,0.5,0.5,NA,1949,370,19,1926766117,60,424,5130,Nofekh,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=257
NOFIM,Nofim,32.155458,35.09984,נופים,3790,נופים,7,73,NA,72,145,1,690,0.7,0.7,NA,1987,350,NA,2097667334,394,710,4164,Nofim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3790
NOGAH,NA,NA,NA,נוגה,55,נוגה,6,61,612,50,NA,1,550,0.6,0.5,NA,1955,310,1,1710861476,108,634,3820,Nogah,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=55
NOV,Nov,32.832852,35.783574,נוב,4304,נוב,2,29,294,71,NA,1,862,0.9,0.9,NA,1973,310,2,2735974881,408,219,1270,Nov,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4304
NURIT,"Nurit, Israel",32.543238,35.35575499999999,נורית,833,נורית,2,23,232,8,NA,1,99,0.1,0.1,NA,1950,370,NA,2340471629,130,204,1420,Nurit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=833
ODEM,Odem,33.1933716,35.7495651,אודם,4010,אודם,2,29,292,71,NA,1,126,0.1,0.1,NA,1976,320,6,2702878880,1050,219,1270,Odem,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4010
OFER,"Ofer, Israel",32.621882,34.983472,עופר,810,עופר,3,32,322,15,243,1,623,0.6,0.6,NA,1950,310,1,1985872534,148,303,1181,Ofer,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=810
OHAD,"Ohad, Israel",31.238436,34.431893,אוהד,1046,אוהד,6,62,622,38,NA,1,416,0.4,0.4,NA,1969,310,1,1458057199,131,651,3430,Ohad,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1046
OMEN,"Hatsor Ashdod, Israel",31.7726947,34.7240902,אומן,1108,אומן,2,23,234,8,NA,1,323,0.3,0.3,NA,1958,350,NA,2230271878,65,204,1420,Omen,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1108
OMEZ,"Ometz, Israel",32.369216,34.993129,אומץ,680,אומץ,4,41,412,16,141,1,790,0.8,0.8,NA,1949,310,1,1996969743,33,409,5120,Omez,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=680
OR HAGANUZ,"Or HaGanuz, Israel",33.005183,35.446736,אור הגנוז,1294,אור הגנוז,2,21,212,2,NA,1,514,0.5,0.5,NA,1989,320,11,2421276781,732,209,1230,Or HaGanuz,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1294
OR HANER,"Or HaNer, Israel",31.556197,34.602305,אור הנר,67,אור הנר,6,61,614,37,NA,1,718,0.7,0.7,NA,1957,330,15,1620260736,56,651,3840,Or HaNer,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=67
ORANIM,"אורנים, Kiryat Tiv'on, 36006, Israel",32.711224,35.109579,אורנים,882,אורנים,3,31,311,12,222,1,182,0.1,0.1,NA,1951,340,NA,2104973529,75,301,1160,Oranim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=882
OROT,"Orot, Israel",31.740364,34.7356,אורות,2012,אורות,6,61,611,33,143,1,491,0.5,0.5,NA,1952,310,1,1749262782,50,616,3830,Orot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2012
ORTAL,Ortal,33.086236,35.758661,אורטל,4013,אורטל,2,29,292,71,NA,1,335,0.3,0.3,NA,1978,330,15,2718677661,885,219,1270,Ortal,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4013
OTNI'EL,Otniel,31.438812,35.028163,עתניאל,3748,עתניאל,7,77,NA,78,NA,1,976,1,1,NA,1983,370,11,2028359417,700,715,4352,Otni'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3748
OZEM,NA,NA,NA,עוצם,32,עוצם,6,61,612,50,NA,1,529,0.5,0.5,NA,1955,310,1,1719761616,88,634,3820,Ozem,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=32
PA'AME TASHAZ,"Pa'amei Tashaz, Israel",31.437967,34.692875,"פעמי תש""ז",2059,"פעמי תש""ז",6,62,621,42,NA,1,525,0.5,0.5,NA,1953,310,1,1708459426,179,651,3482,Pa'ame Tashaz,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2059
PALMAHIM,"Palmachim, Israel",31.932705,34.706874,פלמחים,597,פלמחים,4,44,442,27,143,1,643,0.6,0.6,NA,1949,330,15,1723564904,17,456,5210,Palmahim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=597
PARAN,"Paran, Israel",30.362646,35.155149,פארן,1151,פארן,6,62,625,54,NA,1,440,0.4,0.4,NA,1972,310,1,2147547486,107,657,3450,Paran,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1151
PAROD,"Parod, Israel",32.933066,35.434318,פרוד,599,פרוד,2,21,212,2,NA,1,489,0.5,0.5,NA,1949,330,15,2408675971,426,209,1230,Parod,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=599
PATTISH,"Patish, Israel",31.327829,34.559981,פטיש,749,פטיש,6,62,622,42,344,1,863,0.9,0.9,NA,1950,310,1,1581058190,96,651,3430,Pattish,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=749
PEDAYA,"Pedaya, Israel",31.857768,34.883774,פדיה,838,פדיה,4,43,432,30,143,1,805,0.8,0.8,NA,1951,310,1,1890064062,99,426,5220,Pedaya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=838
PEDUYIM,"Peduim, Israel",31.326275,34.612069,פדויים,750,פדויים,6,62,622,42,344,1,481,0.5,0.5,NA,1950,310,1,1629858183,115,651,3430,Peduyim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=750
PELEKH,"Pelekh, Israel",32.93367,35.23361,פלך,1185,פלך,2,24,243,56,NA,1,106,0.1,0.1,NA,1980,330,15,2221775987,496,205,1310,Pelekh,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1185
PENE HEVER,NA,NA,NA,פני חבר,3723,פני חבר,7,77,NA,78,NA,1,548,0.5,0.5,NA,1982,370,11,2157459934,797,715,4352,Pene Hever,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3723
PEQI'IN HADASHA,NA,NA,NA,פקיעין חדשה,281,פקיעין חדשה,2,24,243,52,NA,1,479,0.5,0.5,NA,1955,310,19,2305376541,539,255,1320,Peqi'in Hadasha,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=281
PERAZON,"Prazon, Israel",32.545456,35.311114,פרזון,2053,פרזון,2,23,234,8,NA,1,322,0.3,0.3,NA,1953,310,1,2294471684,78,204,1420,Perazon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2053
PERI GAN,NA,NA,NA,פרי גן,1231,פרי גן,6,62,622,38,NA,1,243,0.2,0.2,NA,1981,310,6,1384957031,93,651,3430,Peri Gan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1231
PETAHYA,"Petahia, Israel",31.866957,34.88687,פתחיה,839,פתחיה,4,43,432,30,143,1,872,0.9,0.9,NA,1951,310,6,1892964165,102,426,5220,Petahya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=839
PEZA'EL,NA,NA,NA,פצאל,3615,פצאל,7,75,NA,75,NA,1,257,0.3,0.3,NA,1975,310,1,2425766123,-250,712,4164,Peza'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3615
PORIYYA-KEFAR AVODA,"Poria - Kfar Avoda, Israel",32.719846,35.545563,פורייה - כפר עבודה,1104,פורייה - כפר עבודה,2,22,221,6,NA,1,380,0.4,0.4,NA,1949,350,NA,2515373615,39,214,1240,Poriyya-Kefar Avoda,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1104
QADDARIM,"Kadarim, Israel",32.898886,35.471565,קדרים,1211,קדרים,2,22,221,1,NA,1,206,0.2,0.2,NA,1980,330,15,2447075593,107,253,1240,Qaddarim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1211
QALYA,NA,NA,NA,קליה,3601,קליה,7,75,NA,74,NA,1,386,0.4,0.4,NA,1968,330,15,2443462873,-361,713,4355,Qalya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3601
QEDMA,"Kedma, Qatsrin",32.987864,35.694217,קדמה,392,קדמה,6,61,611,35,NA,1,141,0.1,0.1,NA,1946,340,NA,1787462323,100,632,3830,Qedma,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=392
QELA,Bruchim Qela' Alon,33.131601,35.69039,קלע,4024,קלע,2,29,292,71,NA,1,249,0.2,0.2,NA,1984,370,9,2648178199,671,219,1270,Qela,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4024
QELAHIM,"Klahim, Israel",31.449795,34.679092,קלחים,414,קלחים,6,62,621,42,NA,1,608,0.6,0.6,NA,1954,310,10,1694059538,170,651,3482,Qelahim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=414
QESHET,Keshet,32.980388,35.808484,קשת,4006,קשת,2,29,292,71,NA,1,796,0.8,0.8,NA,1974,320,2,2759276515,701,219,1270,Qeshet,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4006
QETURA,"Ketura, Israel",29.97088699999999,35.06135500000001,קטורה,1052,קטורה,6,62,625,53,NA,1,486,0.5,0.4,NA,1970,330,15,2056243123,113,608,3460,Qetura,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1052
QEVUZAT YAVNE,"Kvutzat Yavne, Israel",31.81398699999999,34.719103,קבוצת יבנה,334,קבוצת יבנה,4,44,441,29,143,1,974,1,1,NA,1941,330,3,1735763594,49,456,3830,Qevuzat Yavne,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=334
QIDMAT ZEVI,Kidmat Tsvi,33.029485,35.69774400000001,קדמת צבי,4025,קדמת צבי,2,29,293,71,NA,1,400,0.4,0.4,NA,1985,310,7,2655777064,476,219,1270,Qidmat Zevi,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4025
QIRYAT ANAVIM,"Kiryat Anavim, Israel",31.809913,35.120842,קריית ענבים,78,קריית ענבים,1,11,111,26,444,1,461,0.5,0.4,NA,1920,330,15,2114363530,677,151,6129,Qiryat Anavim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=78
QIRYAT NETAFIM,Kiryat Netafim,32.117299,35.112115,קריית נטפים,3746,קריית נטפים,7,73,NA,72,145,1,910,0.9,0.9,NA,1983,370,2,2107766926,429,710,4164,Qiryat Netafim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3746
QIRYAT SHELOMO,NA,NA,NA,קריית שלמה,412,קריית שלמה,4,41,411,19,141,1,322,0.3,0.2,NA,1945,340,NA,1871368234,28,401,5120,Qiryat Shelomo,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=412
QIRYAT YE'ARIM(INSTITUTE),Israel,31.811061,35.103682,קריית יערים (מוסד),2039,קריית יערים (מוסד),1,11,111,26,444,1,306,0.3,0.3,NA,1952,340,NA,2099663543,716,151,6129,Qiryat Ye'arim(Institute),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2039
QOMEMIYYUT,"Komemiyut, Israel",31.662583,34.72929999999999,קוממיות,766,קוממיות,6,61,611,34,NA,1,541,0.5,0.5,NA,1950,310,19,1745361889,70,631,3820,Qomemiyyut,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=766
QORANIT,"Koranit, Israel",32.84441200000001,35.251883,קורנית,1179,קורנית,2,24,241,56,241,1,880,0.9,0.9,NA,1982,370,10,2239274992,452,205,1360,Qoranit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1179
RAM-ON,"Ram-On, Israel",32.528742,35.258657,רם-און,1069,רם-און,2,23,234,8,NA,1,985,1,1,NA,1960,310,1,2246471474,79,204,1420,Ram-On,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1069
RAMAT DAWID,"Ramat David, Israel",32.678991,35.20403599999999,רמת דוד,135,רמת דוד,2,23,234,9,NA,1,493,0.5,0.5,NA,1926,330,15,2192373152,67,254,1440,Ramat Dawid,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=135
RAMAT MAGSHIMIM,Ramat Magshimim,32.84406600000001,35.80658,רמת מגשימים,4701,רמת מגשימים,2,29,294,71,NA,1,630,0.6,0.6,NA,1968,320,2,2759575016,429,219,1270,Ramat Magshimim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4701
RAMAT RAHEL,"Ramat Rachel, Israel",31.7403163,35.2178825,רמת רחל,127,רמת רחל,1,11,111,26,444,1,510,0.5,0.5,NA,1926,330,15,2207762746,777,151,6300,Ramat Rahel,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=127
RAMAT RAZI'EL,NA,NA,NA,רמת רזיאל,460,רמת רזיאל,1,11,111,26,444,1,632,0.6,0.6,NA,1948,310,9,2070263124,717,151,7004,Ramat Razi'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=460
RAMAT YOHANAN,"Ramat Yohanan, Israel",32.793457,35.122208,רמת יוחנן,178,רמת יוחנן,3,31,311,12,222,1,967,1,0.9,NA,1932,330,15,2117274429,49,301,1160,Ramat Yohanan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=178
RAMAT ZEVI,"Ramat Tzvi, Israel",32.591962,35.414497,רמת צבי,339,רמת צבי,2,23,233,8,NA,1,634,0.6,0.6,NA,1942,310,1,2391772189,54,204,1420,Ramat Zevi,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=339
RAMOT,"מושב רמות רמת הגולן ד.נ צפון מזרח הכנרת 12948, Ramot, 12948",32.859312,35.6596208,רמות,4702,רמות,2,29,293,71,NA,1,509,0.5,0.5,NA,1970,310,1,2627175073,-10,219,1270,Ramot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4702
RAMOT ME'IR,"Ramot Meir, Israel",31.874444,34.855208,רמות מאיר,735,רמות מאיר,4,43,432,30,143,1,752,0.8,0.7,NA,1949,310,1,1864964238,82,426,5230,Ramot Me'ir,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=735
RAMOT NAFTALI,"Ramot Naftali, Israel",33.102354,35.553313,רמות נפתלי,372,רמות נפתלי,2,21,212,55,NA,1,563,0.6,0.5,NA,1945,310,1,2520277853,436,253,1210,Ramot Naftali,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=372
RANNEN,"Ranen, Israel",31.33871,34.600358,רנן,789,רנן,6,62,622,42,344,1,650,0.7,0.6,NA,1950,310,1,1620758303,105,651,3430,Rannen,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=789
RAQQEFET,"Rakefet, Israel",32.855569,35.264237,רקפת,1228,רקפת,2,24,241,56,241,1,947,0.9,0.9,NA,1981,370,1,2250575116,312,205,1360,Raqqefet,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1228
RAS AL-EIN,"Ras al-Ein, Israel",32.915734,35.372703,ראס אל-עין,1334,ראס אל-עין,2,24,242,56,NA,2,351,NA,NA,0.4,NA,450,NA,2351775772,221,205,1310,Ras Al-Ein,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1334
RAS ALI,"Ras Ali, Israel",32.772911,35.155512,ראס עלי,990,ראס עלי,3,31,311,12,222,2,577,NA,NA,0.6,NA,450,NA,2147974196,63,301,1160,Ras Ali,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=990
RAVID,"Ravid, Israel",32.850619,35.464074,רביד,1225,רביד,2,22,222,6,NA,1,90,0.1,0.1,NA,1981,330,15,2437875070,165,251,1240,Ravid,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1225
RE'IM,"Re'im, Israel",31.386159,34.458823,רעים,713,רעים,6,62,622,38,NA,1,410,0.4,0.4,NA,1949,330,15,1485858842,49,651,3430,Re'im,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=713
REGAVIM,"Regavim, Israel",32.52344,35.033987,רגבים,444,רגבים,3,32,323,14,NA,1,432,0.4,0.4,NA,1948,330,15,2034971443,100,351,1450,Regavim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=444
REHAN,Reihan,32.468752,35.135271,ריחן,3568,ריחן,7,71,NA,72,NA,1,224,0.2,0.2,NA,1977,320,6,2130270838,375,710,4164,Rehan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3568
REHELIM,,32.102755,35.2571418,רחלים,3822,רחלים,7,72,NA,72,NA,1,668,0.7,0.7,NA,2013,370,11,2244266765,529,710,4164,Rehelim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3822
REHOV,"Rehov, Israel",32.451099,35.489598,רחוב,854,רחוב,2,23,231,7,NA,1,383,0.4,0.4,NA,1951,310,2,2462870633,-123,202,1430,Rehov,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=854
RESHAFIM,"Reshafim, Israel",32.481235,35.47879,רשפים,437,רשפים,2,23,231,7,NA,1,848,0.8,0.8,NA,1948,330,15,2450770975,-115,202,1430,Reshafim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=437
RETAMIM,"Retamim, Israel",31.05401,34.690902,רתמים,1260,רתמים,6,62,626,48,NA,1,425,0.4,0.4,NA,1983,370,15,1703255150,260,620,3450,Retamim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1260
REVADIM,"Revadim, Israel",31.773966,34.814807,רבדים,564,רבדים,6,61,611,35,NA,1,675,0.7,0.7,NA,1948,330,15,1826563130,79,632,3830,Revadim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=564
REWAHA,"Revaha, Israel",31.648695,34.733681,רווחה,2051,רווחה,6,61,612,34,NA,1,539,0.5,0.5,NA,1953,310,2,1747761753,84,631,3820,Rewaha,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2051
REWAYA,"Revaya, Israel",32.448638,35.473118,רוויה,2016,רוויה,2,23,231,7,NA,1,416,0.4,0.4,NA,1952,310,2,2447370610,-106,202,1430,Rewaya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2016
RIMMONIM,Rimonim,31.93538199999999,35.340494,רימונים,3565,רימונים,7,74,NA,73,445,1,625,0.6,0.6,NA,1977,370,10,2323664896,669,711,4354,Rimmonim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3565
RO'I,"Ro'i, Tefahot, Israel",32.870688,35.419893,רועי,3619,רועי,7,75,NA,75,NA,1,165,0.2,0.2,NA,1976,310,10,2457268388,26,712,4164,Ro'i,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3619
ROSH ZURIM,Rosh Tzurim,31.66779099999999,35.125288,ראש צורים,3602,ראש צורים,7,76,NA,76,445,1,934,0.9,0.9,NA,1969,330,3,2117861948,918,714,4352,Rosh Zurim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3602
ROTEM,"Rotem, Bik'at HaYarden",32.3366,35.518576,רותם,3782,רותם,7,75,NA,75,NA,1,196,0.2,0.2,NA,1983,370,NA,2475869142,-36,712,4164,Rotem,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3782
RUHAMA,"Kibbutz Ruhama, Israel",31.497378,34.705165,רוחמה,362,רוחמה,6,61,614,37,NA,1,596,0.6,0.6,NA,1944,330,15,1720360070,166,651,3840,Ruhama,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=362
SA'AD,"Sa'ad, Israel",31.47018499999999,34.534356,סעד,419,סעד,6,62,621,39,NA,1,801,0.8,0.8,NA,1947,330,3,1557359779,102,651,3482,Sa'ad,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=419
SA'AR,"Sa'ar, Israel",33.028689,35.109232,סער,454,סער,2,24,245,4,241,1,802,0.8,0.8,NA,1948,330,15,2105677044,20,201,1350,Sa'ar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=454
SAL'IT,Sal'it,32.242589,35.051258,סלעית,3567,סלעית,7,73,NA,72,145,1,818,0.8,0.8,NA,1977,310,9,2049068321,252,710,4164,Sal'it,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3567
SAMAR,"Samar, Israel",29.833968,35.022204,סמר,1156,סמר,6,62,625,53,NA,1,277,0.3,0.2,NA,1976,330,15,2018741600,94,608,3460,Samar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1156
SANSANA,Sansana,31.36176499999999,34.901003,סנסנה,3777,סנסנה,7,77,NA,78,NA,1,377,0.4,0.4,NA,2013,370,11,1907858574,530,715,3481,Sansana,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3777
SAPPIR,"Sapir, Israel",30.613623,35.184144,ספיר,1176,ספיר,6,62,625,54,NA,1,384,0.4,0.3,NA,1979,350,NA,2175850257,-10,657,3450,Sappir,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1176
SARID,"Sarid, Israel",32.663059,35.224755,שריד,126,שריד,2,23,234,9,NA,1,868,0.9,0.8,NA,1926,330,15,2214672985,88,254,1440,Sarid,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=126
SASA,"Sasa, Israel",33.02866,35.394569,סאסא,578,סאסא,2,21,212,1,NA,1,405,0.4,0.4,NA,1949,330,15,2372277023,830,253,1230,Sasa,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=578
SAWA'ID(HAMRIYYE),NA,NA,NA,סואעד (חמרייה)*,942,סואעד (חמרייה)*,2,24,241,9,242,2,163,NA,NA,0.2,NA,450,NA,2148374364,150,254,1340,Sawa'id(Hamriyye),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=942
SEDE AVRAHAM,NA,NA,NA,שדי אברהם,1223,שדי אברהם,6,62,622,38,NA,1,348,0.3,0.3,NA,1981,310,1,1367156925,86,651,3430,Sede Avraham,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1223
SEDE BOQER,"Sde Boker, Israel",30.873611,34.793098,שדה בוקר,885,שדה בוקר,6,62,626,48,NA,1,451,0.5,0.4,NA,1952,330,15,1801253147,474,620,3450,Sede Boqer,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=885
SEDE DAWID,"Sde David, Israel",31.577476,34.683443,שדה דוד,36,שדה דוד,6,61,612,50,NA,1,393,0.4,0.4,NA,1955,310,6,1700060943,92,634,3820,Sede Dawid,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=36
